Id,Balance,Amount,Currency,Type,Status,Modified,Trade Id,Instrument Symbol,Instrument Name,Commission,Account type
"912550617","11.6","0","USD","SWAP","PROCESSED","2022-12-17 22:20:40","","XRP/BTC","Ripple / Bitcoin","","CFD"
"912550601","11.6","0","USD","SWAP","PROCESSED","2022-12-17 22:20:40","","XRP/BTC","Ripple / Bitcoin","","CFD"
"912550584","11.6","0","USD","SWAP","PROCESSED","2022-12-17 22:20:40","","XRP/BTC","Ripple / Bitcoin","","CFD"
"912549584","11.6","0","USD","SWAP","PROCESSED","2022-12-17 22:20:36","","CRO/USD","Crypto.com Coin / USD","","CFD"
"912516072","11.6","-0.01","USD","SWAP","PROCESSED","2022-12-17 22:18:28","","LUNC/USD","LUNA Classic / USD","","CFD"
"912460803","11.61","-0.01","USD","SWAP","PROCESSED","2022-12-17 22:15:00","","BAT/USD","Basic Attention Token / USD","","CFD"
"912434027","11.62","0","USD","SWAP","PROCESSED","2022-12-17 22:13:19","","XEM/BTC","XEM / Bitcoin","","CFD"
"912434012","11.62","0","USD","SWAP","PROCESSED","2022-12-17 22:13:19","","XEM/BTC","XEM / Bitcoin","","CFD"
"912433990","11.62","0","USD","SWAP","PROCESSED","2022-12-17 22:13:19","","XEM/BTC","XEM / Bitcoin","","CFD"
"912433972","11.62","-0.01","USD","SWAP","PROCESSED","2022-12-17 22:13:19","","XEM/BTC","XEM / Bitcoin","","CFD"
"912204757","11.63","-0.04","USD","TRADE","PROCESSED","2022-12-17 17:38:14","0061241d-0009-40dd-0000-4b8f0004a4c6_0061241d-0009-40dd-0000-00008026002c","XRP/BTC","Ripple / Bitcoin","","CFD"
"912203196","11.67","-0.03","USD","TRADE","PROCESSED","2022-12-17 16:37:51","000d23dd-0001-54c4-0000-4b8f002288b5_000d23dd-0001-54c4-0000-0000803b0068","CRO/USD","Crypto.com Coin / USD","","CFD"
"912203195","11.7","-0.03","USD","TRADE","PROCESSED","2022-12-17 16:37:51","000d23dd-0001-54c4-0000-4b8f002288b4_000d23dd-0001-54c4-0000-0000803b0062","CRO/USD","Crypto.com Coin / USD","","CFD"
"912203194","11.73","-0.03","USD","TRADE","PROCESSED","2022-12-17 16:37:51","000d23dd-0001-54c4-0000-4b8f002288b3_000d23dd-0001-54c4-0000-0000803b0058","CRO/USD","Crypto.com Coin / USD","","CFD"
"912203193","11.76","-0.03","USD","TRADE","PROCESSED","2022-12-17 16:37:51","000d23dd-0001-54c4-0000-4b8f002288b2_000d23dd-0001-54c4-0000-0000803b0051","CRO/USD","Crypto.com Coin / USD","","CFD"
"912203102","11.79","-0.15","USD","TRADE","PROCESSED","2022-12-17 16:31:48","000d259d-0001-54c4-0000-4b8f00226b88_000d259d-0001-54c4-0000-0000803d0012","CRV/USD","CRV/USD","","CFD"
"912203068","11.94","-0.03","USD","TRADE","PROCESSED","2022-12-17 16:30:35","000d23dd-0001-54c4-0000-4b8f0022648e_000d23dd-0001-54c4-0000-0000803b005f","CRO/USD","Crypto.com Coin / USD","","CFD"
"912202610","11.97","-0.11","USD","TRADE","PROCESSED","2022-12-17 16:11:05","000d259d-0001-54c4-0000-4b8f0021fb94_000d259d-0001-54c4-0000-0000803d000d","CRV/USD","CRV/USD","","CFD"
"912202573","12.08","-0.35","USD","TRADE","PROCESSED","2022-12-17 16:09:17","0008321d-0009-40dd-0000-4b8f00045552_0008321d-0009-40dd-0000-000080250005","BCH/BTC","Bitcoin Cash / Bitcoin","","CFD"
"912201970","12.43","0","USD","TRADE","PROCESSED","2022-12-17 15:56:13","0004405d-0009-40dd-0000-4b8f0004474a_0004405d-0009-40dd-0000-000080280023","ADA/BTC","Cardano / Bitcoin","","CFD"
"912201827","12.43","-0.04","USD","TRADE","PROCESSED","2022-12-17 15:48:59","1420551d-0001-54c4-0000-4b8f00218372_1420551d-0001-54c4-0000-00008041000c","THETA/USD","THETA/USD","","CFD"
"912201772","12.47","0","USD","TRADE","PROCESSED","2022-12-17 15:45:18","0060535d-0009-40dd-0000-4b8f00043db7_0060535d-0009-40dd-0000-000080250047","XEM/BTC","XEM / Bitcoin","","CFD"
"912201771","12.47","0","USD","TRADE","PROCESSED","2022-12-17 15:45:11","0060535d-0009-40dd-0000-4b8f00043da5_0060535d-0009-40dd-0000-000080250047","XEM/BTC","XEM / Bitcoin","","CFD"
"912201669","12.47","-0.35","USD","TRADE","PROCESSED","2022-12-17 15:39:43","0008321d-0001-54c4-0000-4b8f00215d1d_0008321d-0001-54c4-0000-0000804c0014","BCH/USD","Bitcoin Cash / USD","","CFD"
"912201592","12.82","0","USD","TRADE","PROCESSED","2022-12-17 15:34:55","0004405d-0009-40dd-0000-4b8f00043408_0004405d-0009-40dd-0000-000080280023","ADA/BTC","Cardano / Bitcoin","","CFD"
"912201591","12.82","-0.01","USD","TRADE","PROCESSED","2022-12-17 15:34:55","0004405d-0009-40dd-0000-4b8f00043407_0004405d-0009-40dd-0000-00008028001e","ADA/BTC","Cardano / Bitcoin","","CFD"
"912201530","12.83","0","USD","TRADE","PROCESSED","2022-12-17 15:33:18","0008151d-0001-54c4-0000-4b8f00213506_0008151d-0001-54c4-0000-0000803d000a","BAT/USD","Basic Attention Token / USD","","CFD"
"912201510","12.83","-0.01","USD","TRADE","PROCESSED","2022-12-17 15:32:35","0004405d-0009-40dd-0000-4b8f0004300c_0004405d-0009-40dd-0000-00008028001e","ADA/BTC","Cardano / Bitcoin","","CFD"
"912201417","12.84","-0.03","USD","TRADE","PROCESSED","2022-12-17 15:28:44","000d23dd-0001-54c4-0000-4b8f002118a2_000d23dd-0001-54c4-0000-0000803b0043","CRO/USD","Crypto.com Coin / USD","","CFD"
"912201399","12.87","-0.03","USD","TRADE","PROCESSED","2022-12-17 15:28:06","0061241d-0009-40dd-0000-4b8f00042b77_0061241d-0009-40dd-0000-000080260015","XRP/BTC","Ripple / Bitcoin","","CFD"
"912201307","12.9","-0.03","USD","TRADE","PROCESSED","2022-12-17 15:23:57","000d23dd-0001-54c4-0000-4b8f0020f506_000d23dd-0001-54c4-0000-0000803b0040","CRO/USD","Crypto.com Coin / USD","","CFD"
"912201247","12.93","-0.02","USD","TRADE","PROCESSED","2022-12-17 15:21:37","0704c05d-0001-54c4-0000-4b8f0020eb54_0704c05d-0001-54c4-0000-0000801f004a","GALA/USD","GALA/USD","","CFD"
"912201239","12.95","-0.09","USD","TRADE","PROCESSED","2022-12-17 15:21:07","0045435d-0009-40dd-0000-4b8f000423b5_0045435d-0009-40dd-0000-000080250013","QTUM/BTC","Quantum / Bitcoin","","CFD"
"912201053","13.04","-0.17","USD","TRADE","PROCESSED","2022-12-17 15:14:08","0704c05d-0001-54c4-0000-4b8f0020c8c1_0704c05d-0001-54c4-0000-0000801f003f","GALA/USD","GALA/USD","","CFD"
"912200867","13.21","-0.26","USD","TRADE","PROCESSED","2022-12-17 15:05:59","0060535d-0009-40dd-0000-4b8f0004133f_0060535d-0009-40dd-0000-000080250047","XEM/BTC","XEM / Bitcoin","","CFD"
"912200866","13.47","-1.24","USD","TRADE","PROCESSED","2022-12-17 15:05:59","0060535d-0009-40dd-0000-4b8f0004133e_0060535d-0009-40dd-0000-00008025003d","XEM/BTC","XEM / Bitcoin","","CFD"
"912200831","14.71","-0.81","USD","TRADE","PROCESSED","2022-12-17 15:04:15","000944dd-0001-54c4-0000-4b8f00209080_000944dd-0001-54c4-0000-000080470002","BTS/USD","Bitshares / USD","","CFD"
"912200816","15.52","-0.1","USD","TRADE","PROCESSED","2022-12-17 15:03:31","0d05425d-0001-54c4-0000-4b8f00208cc3_0d05425d-0001-54c4-0000-0000803e006f","MATIC/USD","MATIC/USD","","CFD"
"912200730","15.62","-0.47","USD","TRADE","PROCESSED","2022-12-17 15:01:18","0704c05d-0001-54c4-0000-4b8f00207f17_0704c05d-0001-54c4-0000-0000801f003c","GALA/USD","GALA/USD","","CFD"
"912200689","16.09","-1.27","USD","TRADE","PROCESSED","2022-12-17 14:59:28","000944dd-0009-40dd-0000-4b8f00040b22_000944dd-0009-40dd-0000-0000802e007a","BTS/BTC","Bitshares / Bitcoin","","CFD"
"912200553","17.36","-0.69","USD","TRADE","PROCESSED","2022-12-17 14:53:59","0060535d-0009-40dd-0000-4b8f00040584_0060535d-0009-40dd-0000-00008025003a","XEM/BTC","XEM / Bitcoin","","CFD"
"912200417","18.05","-0.36","USD","TRADE","PROCESSED","2022-12-17 14:48:42","003140dd-0001-54c4-0000-4b8f0020383a_003140dd-0001-54c4-0000-000080530103","LTC/USD","Litecoin / USD","","CFD"
"912200298","18.41","-0.68","USD","TRADE","PROCESSED","2022-12-17 14:43:34","004cf31d-0001-54c4-0000-4b8f00201c3d_004cf31d-0001-54c4-0000-0000803e00f8","SOL/USD","Solana / USD","","CFD"
"912200192","19.09","-0.33","USD","TRADE","PROCESSED","2022-12-17 14:37:37","0015421d-0001-54c4-0000-4b8f0002bd0a_0015421d-0001-54c4-0000-0000823108f3","ETH/USD","Ethereum / USD","","CFD"
"912199534","19.42","-0.4","USD","TRADE","PROCESSED","2022-12-17 14:13:11","043c715d-0001-54c4-0000-4b8f0000679a_043c715d-0001-54c4-0000-00008091045e","DOGE/USD","DogeCoin / USD","","CFD"
"912199309","19.82","-0.87","USD","TRADE","PROCESSED","2022-12-17 14:03:20","00003258-0001-54c4-0000-4b8f001f2e13_00003258-0001-54c4-0000-0000804a011a","CIX","Crypto Index","","CFD"
"912199278","20.69","-0.72","USD","TRADE","PROCESSED","2022-12-17 14:02:17","003140dd-0001-54c4-0000-4b8f001f2769_003140dd-0001-54c4-0000-0000805300e9","LTC/USD","Litecoin / USD","","CFD"
"912198574","21.41","-1.91","USD","TRADE","PROCESSED","2022-12-17 13:33:04","000940dd-0001-54c4-0000-4b8f00038c6f_000940dd-0001-54c4-0000-000082de0447","BTC/USD","Bitcoin / USD","","CFD"
"912182021","23.32","-1.68","USD","TRADE","PROCESSED","2022-12-17 12:47:22","003853dd-0001-54c4-0000-4b8f001d772a_003853dd-0001-54c4-0000-0000804a001b","NEO/USD","NEO / USD","","CFD"
"912181073","25","25","USD","DEPOSIT","PROCESSED","2022-12-17 12:09:04","","","","0","CFD"
"896707650","0","25","USD","DEPOSIT","DECLINED","2022-11-30 20:47:34","","","","0","CFD"
"896707481","0","50","USD","DEPOSIT","DECLINED","2022-11-30 20:47:11","","","","0","CFD"
